Institution UKPRN code,Institution name,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Output type,Title,Place,Publisher,Volume title,Volume,Issue,First page,Article number,ISBN,ISSN,Patent number,Month,Year,URL,Number of additional authors,Non-English,Interdisciplinary,Forensic science,Criminology,Propose double weighting,Is reserve output,Research group,Open access status,Citations applicable,Citation count,Cross-referral requested,Supplementary information,Delayed by COVID19,clickable DOI,Pdf number,File,T1 - Communication and Interaction,T2 - Philosophy of Education,T3 - Methodological Depth,T4 - Citizenship and Culture,T5 - Developmental Psychology,T6 - Health and Medicine,T7 - Mathematics,T8 - Gender,T9 - Regional issues and international development,T10 - Psychiatry and Psychopathology,T11 - Non-English Components,T12 - Language and Linguistics,T13 - Technology Enhanced Learning,T14 - Critical and Social Theory,"T15 - History, Religion and Race",T16 - Early Childhood and Families,T17 - Leadership and Management,T18 - New Materialism,T19 - Clinical Psychology and Developmental Disorders,T20 - Claims of Significance,T21 - Sports and Health,T22 - Analysing large-scale data,T23 - Schooling Systems,T24 - Affective Factors,T25 - Children's Social Care,T26 - Education Policy,T27 - Higher Education,T28 - Training and Employment,T29 - Special Educational Needs and Disabilities,T30 - Teacher Education and Professional Development,T31 - Science Education,T32 - Interviews and Focus Groups,T33 - Systematic Reviews and Meta-Analyses,T34 - Cognitive Processing,T35 - Reading,,,
10007784,University College London,C,23,Education,,,,D,Critical thinking at Rwanda's public universities : Emerging evidence of a crucial development priority,,,International Journal of Educational Development,42,,96,,,0738-0593,,May,2015,,0,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijedudev.2015.04.003,10757,10757,0.0000167592,0.0379011180,0.1762889324,0.0000077594,0.0044963797,0.0000080856,0.0115211021,0.0000117768,0.1512420262,0.0085984756,0.0000042490,0.0000079445,0.0000141729,0.0016074797,0.0000122234,0.0000219020,0.0025537790,0.0000237160,0.0000053016,0.0525045609,0.0011784943,0.1409105468,0.0109618647,0.0331857099,0.0074327694,0.0082312711,0.2125255253,0.0019667107,0.0000071800,0.0234552562,0.0005947758,0.0149116464,0.0000098738,0.0632335628,0.0345470690,,,
10007154,"University of Nottingham, The",C,23,Education,,,,D,Higher education and economic development: the importance of building technological capabilities,,,International Journal of Educational Development,43,,22,,,0738-0593,,May,2015,,3,,Yes,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijedudev.2015.04.011,10758,10758,0.0000188276,0.0090387199,0.0939185150,0.0000087171,0.0000093403,0.0000090835,0.0000092552,0.0000132303,0.2038866837,0.0000141676,0.0000047734,0.0000089250,0.0543815904,0.0408263930,0.0000137320,0.0000246052,0.2426917101,0.0011227251,0.0000059559,0.0309249128,0.0000086442,0.0000273182,0.0000386466,0.0000146628,0.0002391062,0.1171016361,0.0530788834,0.1135713734,0.0000080662,0.0000441081,0.0361812399,0.0027221745,0.0000110925,0.0000116604,0.0000095244,,,
10007773,The Open University,C,23,Education,,,,D,On the impact of early marriage on schooling outcomes in Sub-Saharan Africa and South West Asia,,,International Journal of Educational Development,44,,42,,,0738-0593,,July,2015,,3,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijedudev.2015.06.001,10759,10759,0.0000165016,0.0002366995,0.0014272315,0.0000076401,0.0000081864,0.0000079613,0.0000081118,0.0559225735,0.4071453487,0.0000124173,0.0000041837,0.0000078224,0.0000139550,0.0000457000,0.0000120355,0.0607358917,0.0000167843,0.0000233515,0.0000052201,0.0246066421,0.0000075763,0.3992782789,0.0002260061,0.0000128514,0.0484351864,0.0011879286,0.0004092588,0.0000151415,0.0000070697,0.0000386589,0.0000092319,0.0000802640,0.0000097221,0.0000102198,0.0000083477,,,
10007788,University of Cambridge,C,23,Education,,,,D,On the impact of early marriage on schooling outcomes in Sub-Saharan Africa and South West Asia,,,International Journal of Educational Development,44,,42,,,0738-0593,,September,2015,,3,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijedudev.2015.06.001,10760,10760,0.0000165016,0.0000445656,0.0004665618,0.0000076401,0.0000081864,0.0002000952,0.0000081118,0.0518877607,0.4065689469,0.0000124173,0.0000041837,0.0000078224,0.0000139550,0.0000457000,0.0000120355,0.0611201596,0.0000167843,0.0000233515,0.0000052201,0.0246066421,0.0000075763,0.4000468146,0.0011866758,0.0000128514,0.0524699993,0.0002272589,0.0002171248,0.0000151415,0.0000070697,0.0006150607,0.0000092319,0.0000802640,0.0000097221,0.0000102198,0.0000083477,,,
10007154,"University of Nottingham, The",C,23,Education,,,,D,Skills for sustainable development: transforming vocational education and training beyond 2015,,,International Journal of Educational Development,50,,12,,,0738-0593,,June,2016,,1,,Yes,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2016.05.006,10761,10761,0.0005132969,0.1582871694,0.0143780990,0.0000097853,0.0000104850,0.0000101967,0.0000103894,0.0000148517,0.3093411501,0.0000159038,0.0004975204,0.0000100187,0.0000178733,0.1127636351,0.0000154148,0.0000276205,0.0000214969,0.0000299081,0.0000066858,0.0270861983,0.0130519972,0.0000306660,0.0000433827,0.0000164597,0.0202009702,0.0605809163,0.0005241698,0.2677555340,0.0000090547,0.0135839691,0.0000118240,0.0008410434,0.0000124518,0.0002591703,0.0000106916,,,
10007806,University of Sussex,C,23,Education,,,,D,The impact of bullying on students' learning in Latin America: a matching approach for 15 countries,,,International Journal of Educational Development,52,,37,,,0738-0593,,November,2016,https://doi.org/10.1016/j.ijedudev.2016.10.002,2,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2016.10.002,10762,10762,0.0003045221,0.0000338629,0.0007924892,0.0000058053,0.0000062204,0.0000060493,0.0137293877,0.0010307532,0.0851234610,0.0455588594,0.0059888404,0.0000059438,0.0000106036,0.0044144772,0.0000091451,0.0000163863,0.0000127534,0.0000177435,0.0000039665,0.0293545964,0.0109551376,0.4858787173,0.0711237169,0.0556326195,0.1276100303,0.0000266895,0.0128662626,0.0000115051,0.0000053718,0.0261618969,0.0000070148,0.0009369385,0.0000073873,0.0000077655,0.0223430798,,,
10007788,University of Cambridge,C,23,Education,,,,D,Learning in India’s primary schools: How do disparities widen across the grades?,,,International Journal of Educational Development,56,,42,,,0738-0593,,June,2017,,1,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2017.05.002,10763,10763,0.0000173798,0.0000469374,0.0298335074,0.0000080468,0.0000086221,0.0000083850,0.0022344971,0.0111419807,0.3278364909,0.0000130782,0.0000044063,0.0000082387,0.0083114337,0.0036906017,0.0000126760,0.0694319919,0.0000176775,0.0000245943,0.0000054979,0.0469615995,0.0000079795,0.3646768807,0.0927162862,0.0016324106,0.0000183603,0.0006440726,0.0008357586,0.0000159473,0.0000074459,0.0245262054,0.0000097232,0.0000845357,0.0000102395,0.0058791867,0.0093173250,,,
10007850,The University of Bath,C,23,Education,,,,D,The network of bilateral aid to education 2005-2015,,,International Journal of Educational Development,64,,74,,,0738-0593,,July,2017,,1,,,,,,,,Deposit exception,,,,,,https://doi.org/10.1016/j.ijedudev.2017.07.003,10764,10764,0.0000222002,0.0124672165,0.0321628036,0.0036290630,0.0000110134,0.0000107106,0.0000109131,0.0000156002,0.6240000195,0.0020845823,0.0000056284,0.0000105237,0.0000187742,0.0310796341,0.0000161918,0.0000290127,0.0535288930,0.0002899002,0.0000070228,0.0630884012,0.0000101927,0.1269481512,0.0000455694,0.0005342586,0.0002819372,0.0494178138,0.0000336211,0.0000203703,0.0000095111,0.0000520092,0.0000124199,0.0001079820,0.0000130795,0.0000137491,0.0000112305,,,
10007786,University of Bristol,C,23,Education,,,,D,The network of bilateral aid to education 2005-2015,,,International Journal of Educational Development,64,,74,,,0738-0593,,July,2017,,1,,,,,,,,Technical exception,,,,,,https://doi.org/10.1016/j.ijedudev.2017.07.003,10765,10765,0.0000222002,0.0119502473,0.0308703805,0.0046630014,0.0000110134,0.0000107106,0.0000109131,0.0000156002,0.6276188039,0.0000167055,0.0000056284,0.0000105237,0.0000187742,0.0266853959,0.0000161918,0.0000290127,0.0594740389,0.0000314156,0.0000070228,0.0687750624,0.0000101927,0.1352196584,0.0000455694,0.0000172894,0.0000234526,0.0341672223,0.0000336211,0.0000203703,0.0000095111,0.0000520092,0.0000124199,0.0001079820,0.0000130795,0.0000137491,0.0000112305,,,
10007788,University of Cambridge,C,23,Education,,,,D,"Insights from within activity based learning (ABL) classrooms in Tamil Nadu, India: Teachers perspectives and practices",,,International Journal of Educational Development,60,,165,,,0738-0593,,August,2017,,5,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2017.08.001,10766,10766,0.0287701346,0.0160286783,0.0278714029,0.0000097709,0.0000104695,0.0014844909,0.0299879960,0.0000148298,0.0870015397,0.0000158804,0.0000053504,0.0002557222,0.0005092834,0.0007956000,0.0000153921,0.0422911123,0.0041986748,0.0113329018,0.0000066759,0.1037103472,0.0105755724,0.0000306208,0.1084050504,0.0118109097,0.0000222943,0.0017649485,0.0000319606,0.0000193643,0.0000090413,0.2823796667,0.0041890161,0.2239519404,0.0017324610,0.0007502246,0.0000106758,,,
10007784,University College London,C,23,Education,,,,D,Mapping new philanthropy and the heterarchical state: The Mobilization for the National Learning Standards in Brazil,,,International Journal of Educational Development,64,,65,,,0738-0593,,November,2017,,1,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2017.09.007,10767,10767,0.0057817730,0.0152052242,0.0231451875,0.0000084882,0.0000090951,0.0000088450,0.0249839178,0.0000128829,0.0245630064,0.0000137956,0.1227445684,0.0000086906,0.0081270118,0.0576851701,0.0000133714,0.0004508806,0.1364200545,0.0373815715,0.0000057995,0.0612782253,0.0098276109,0.0032285119,0.0000376319,0.0000142779,0.0000193676,0.4128720778,0.0036565973,0.0000168222,0.0000078544,0.0156255834,0.0000102566,0.0368044190,0.0000108012,0.0000113542,0.0000092743,,,
10007806,University of Sussex,C,23,Education,,,,D,"Dynamics of gender justice, conflict and social cohesion: analysing educational reforms in Pakistan",,,International Journal of Educational Development,61,,27,,,0738-0593,,December,2017,https://doi.org/10.1016/j.ijedudev.2017.11.010,1,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2017.11.010,10768,10768,0.0057928117,0.0084507875,0.0235589903,0.0580765520,0.0000053556,0.0000052084,0.0000053068,0.1884258959,0.2322950610,0.0000081235,0.0000027370,0.0000051175,0.0000091295,0.1840488471,0.0134573462,0.0000141083,0.0000109804,0.0000152768,0.0000034150,0.0406086393,0.0000049565,0.0075574242,0.0296864164,0.0000084075,0.0031538046,0.0384859563,0.0186193579,0.0000099057,0.0000046250,0.1180538387,0.0000060396,0.0295910704,0.0000063603,0.0000066859,0.0000054612,,,
10007774,University of Oxford,C,23,Education,,,,D,The politics of student mobility: Links between outbound student flows and the democratic development of post-Soviet Eurasia,,,International Journal of Educational Development,62,,281,,,0738-0593,,July,2018,,0,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2018.07.006,10769,10769,0.0000192755,0.0691769608,0.0200705315,0.0565656639,0.0000095625,0.0000092996,0.0000094754,0.0000135450,0.4895009087,0.0188667512,0.0000048869,0.0000091373,0.0022606159,0.0512237655,0.0000140587,0.0000251905,0.0076502769,0.0029448865,0.0000060976,0.0460242248,0.0000088499,0.0393034816,0.0000395660,0.0000150117,0.0000203629,0.0274216732,0.1346880953,0.0265006044,0.0000082581,0.0029627670,0.0031528248,0.0012159138,0.0002357879,0.0000119377,0.0000097510,,,
10007806,University of Sussex,C,23,Education,,,,D,The e?ect of working on students’ learning in Latin America: evidence from the learning survey TERCE,,,International Journal of Educational Development,70,,,a102086,,0738-0593,,August,2019,https://doi.org/10.1016/j.ijedudev.2019.102086,1,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2019.102086,10770,10770,0.0000092863,0.0001332025,0.0120479945,0.0000042995,0.0000046069,0.0000044802,0.0034645097,0.0000065255,0.0941829823,0.0001151111,0.0024891897,0.0003287719,0.0000078532,0.0000257177,0.0000067730,0.0399096247,0.0000094453,0.0000131410,0.0000029376,0.0000075956,0.0000042636,0.6125318310,0.0444577278,0.0000072321,0.0053078507,0.0000197666,0.0192600067,0.1121323578,0.0007608414,0.0346212035,0.0000051952,0.0000451685,0.0019516901,0.0000057512,0.0161150658,,,
10007773,The Open University,C,23,Education,,,,D,The effect of working on students’ learning in Latin America: Evidence from the learning survey TERCE,,,International Journal of Educational Development,70,,,102086,,0738-0593,,August,2019,,1,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2019.102086,10771,10771,0.0000092863,0.0008900655,0.0125886108,0.0000042995,0.0000046069,0.0004369733,0.0000045649,0.0000065255,0.1042384470,0.0002232344,0.0020566966,0.0000044020,0.0000078532,0.0000257177,0.0000067730,0.0389365152,0.0000094453,0.0000131410,0.0000029376,0.0000075956,0.0000042636,0.6108018586,0.0467283166,0.0000072321,0.0014154127,0.0000197666,0.0222874584,0.1084561664,0.0000039784,0.0325668613,0.0000051952,0.0000451685,0.0003298409,0.0015194771,0.0163313123,,,
10007784,University College London,C,23,Education,,,,D,"The ebbs and flows of policy enactments on school-related gender-based violence: Insights from Ethiopia, Zambia, Côte d’Ivoire and Togo",,,International Journal of Educational Development,72,,102133,102133,,0738-0593,,December,2019,,2,,Yes,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2019.102133,10772,10772,0.0089713004,0.0000506475,0.0376505502,0.0000086828,0.0000093036,0.0000090478,0.0000092188,0.0808044541,0.3301678236,0.0000141119,0.0002231094,0.0000088899,0.0000158595,0.0522387339,0.0006687424,0.0019897017,0.0347374880,0.0024284411,0.0000059325,0.0380090744,0.0035022871,0.0000272109,0.0417442614,0.0000146052,0.0849598286,0.1603123414,0.0000284014,0.0000172078,0.0000080345,0.0358541218,0.0000104917,0.0730217208,0.0124572724,0.0000116145,0.0000094869,,,
10007773,The Open University,C,23,Education,,,,D,Sustaining literacy from mother tongue instruction in complementary education into official language of instruction in government schools in Ghana,,,International Journal of Educational Development,76,,102195,,,0738-0593,,May,2020,,3,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2020.102195,10773,10773,0.0000163633,0.0002347152,0.0107509078,0.0000075761,0.0000081178,0.0000078946,0.0000080438,0.0000114986,0.2090174468,0.0000123132,0.0000041486,0.1114638759,0.0000138381,0.0004263635,0.0000119346,0.0508911005,0.0000166436,0.0000231557,0.0000051763,0.0870825233,0.0000075128,0.1674937061,0.1608352369,0.0000127436,0.0043993219,0.0289943691,0.0004058279,0.0011581542,0.0000070104,0.0158517671,0.0000091545,0.0067479059,0.0000096406,0.0000101341,0.1440438778,,,
10007138,"University of Northampton, The",C,23,Education,,,,D,Is education for all? The experiences of ethnic minority students and teachers in North-western Vietnam engaging with social entrepreneurship,,,International Journal of Educational Development,77,,,102224,,0738-0593,,June,2020,,2,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2020.102224,10774,10774,0.0000166488,0.0000449630,0.0000830277,0.0000077083,0.0002021066,0.0000080323,0.0064051416,0.0002055464,0.2838059381,0.0000125281,0.0000042210,0.0131895015,0.0000140795,0.1374837701,0.0711540640,0.0196003246,0.0686388416,0.0000235597,0.0000052666,0.0430476953,0.0087307677,0.0095226694,0.0566375556,0.0000129660,0.0269623483,0.0008108270,0.0502316377,0.0097076363,0.0096994925,0.0390022902,0.0002031614,0.1443032941,0.0000098088,0.0002041581,0.0000084222,,,
10007806,University of Sussex,C,23,Education,,,,D,School efficiency in low and middle income countries: an analysis based on PISA for development learning survey,,,International Journal of Educational Development,80,,,a102296,,0738-0593,,November,2020,https://doi.org/10.1016/j.ijedudev.2020.102296,1,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2020.102296,10775,10775,0.0003755360,0.0447391472,0.0106177958,0.0001738709,0.0001863021,0.2975108054,0.0001846049,0.0002638919,0.0003077147,0.0702424997,0.0000952098,0.0001780178,0.0003175822,0.0010400201,0.0002738981,0.0267257421,0.0003819686,0.0005314226,0.2406059939,0.0134246477,0.0176623964,0.0005448898,0.0007708459,0.0046649596,0.0003967217,0.0139168411,0.0180587089,0.0003445823,0.0001608878,0.0008797808,0.2188348192,0.0149440934,0.0002212505,0.0002325776,0.0001899734,,,
10007794,University of Glasgow,C,23,Education,,,,D,Implementing education system reform: Local adaptation in school reform of teaching and learning,,,International Journal of Educational Development,80,,,102302,,0738-0593,,November,2020,http://eprints.gla.ac.uk/225787/,4,,,,,,,,Compliant,,,,,,https://doi.org/10.1016/j.ijedudev.2020.102302,10776,10776,0.0000127244,0.0249243508,0.1039198877,0.0000058913,0.0072658919,0.0000061390,0.0016359565,0.0001570962,0.0700875901,0.0077136184,0.0000032260,0.0000060318,0.0029738543,0.0117394591,0.0000092806,0.0004610931,0.3591398868,0.0000180064,0.0000040252,0.0000104077,0.0000058421,0.0072780420,0.1161793880,0.0440118497,0.0000134423,0.0766230545,0.0000192705,0.0000116756,0.0000054514,0.1349987234,0.0000071187,0.0173959892,0.0000074967,0.0133418017,0.0000064369,,,
10007158,University of Southampton,C,23,Education,,,,D,Reasoning-and-proving in geometry in school mathematics textbooks in Japan,,,International Journal of Educational Research,64,,81,,,0883-0355,,November,2014,,1,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijer.2013.09.014,10777,10777,0.0143725967,0.0170198319,0.1631820709,0.0000103751,0.0000111169,0.0000108112,0.7321315157,0.0000157468,0.0005401868,0.0000168624,0.0000056813,0.0049679602,0.0005407756,0.0000620594,0.0000163439,0.0000292852,0.0000227926,0.0002926232,0.0000070887,0.0378506427,0.0002712009,0.0000325143,0.0203971731,0.0000174518,0.0000236729,0.0000476987,0.0000339369,0.0000205617,0.0000096004,0.0000524977,0.0000125366,0.0079363715,0.0000132023,0.0000138782,0.0000113360,,,
10007784,University College London,C,23,Education,,,,D,"Calibration of self-evaluations of mathematical ability for students in England aged 13 and 15, and their intentions to study non-compulsory mathematics after age 16.",,,International Journal of Educational Research,64,,49,,,0883-0355,,,2014,,2,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijer.2013.10.008,10778,10778,0.0000168216,0.0000454297,0.0645216445,0.0000077883,0.0000083451,0.0000081157,0.1067516625,0.0286072985,0.0004055025,0.0000126581,0.0000042648,0.0007914118,0.0000142256,0.0002424456,0.0000122689,0.0096190960,0.0002129692,0.0010031015,0.0000053213,0.0452572890,0.0000077232,0.0233316806,0.1007062797,0.5987554005,0.0000177706,0.0004275249,0.0066846963,0.0000154351,0.0000072067,0.0000394085,0.0113692582,0.0010611175,0.0000099106,0.0000104180,0.0000085096,,,
10005343,Queen's University of Belfast,C,23,Education,,,,D,Cross-age tutoring in kindergarten and elementary school settings: A systematic review and meta-analysis,,,International Journal of Educational Research,76,,190,,,0883-0355,,May,2015,,2,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijer.2015.03.007,10779,10779,0.0005282538,0.0000299883,0.1125354629,0.0000051411,0.0000055086,0.0000053572,0.0139685038,0.0000078028,0.0287109139,0.0102220647,0.0012956898,0.0000052637,0.0100938120,0.0000307517,0.0000080987,0.0212176543,0.0000112942,0.0000157133,0.0000035126,0.0438375301,0.0009101103,0.0333722753,0.0731994930,0.0281933132,0.0000117304,0.0002822106,0.0528953861,0.0011737758,0.0000047572,0.0360972140,0.0038848358,0.0012175970,0.4227765246,0.0000068769,0.1034355824,,,
10000961,Brunel University London,C,23,Education,,,,D,Formative interventions and practice-development: A methodological perspective on teacher rounds,,,International Journal Of Educational Research,73,,44,,,0883-0355,,July,2015,http://bura.brunel.ac.uk/handle/2438/11498,3,,,,,,,"2 - Pedagogy, Policy & Professional Practice (PPP)",Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijer.2015.06.002,10780,10780,0.0195009002,0.0607536073,0.1618618360,0.0000112244,0.0000120269,0.0197706237,0.0144077074,0.0002993062,0.0000198648,0.0000182427,0.0000061464,0.0000114921,0.0000205018,0.0824900942,0.0000176817,0.0000316824,0.0988192959,0.0062442551,0.0039594545,0.0403844955,0.0000111306,0.0000351759,0.0085178745,0.0000188804,0.0000256107,0.0000516033,0.0000367149,0.0000222448,0.0000103863,0.3850736112,0.0000135628,0.0777422766,0.0197732105,0.0000150143,0.0000122639,,,
10005343,Queen's University of Belfast,C,23,Education,,,,D,A cluster randomised controlled trial and process evaluation of the early years DELTA parenting programme,,,International Journal of Educational Research,74,,49,,,0883-0355,,October,2015,,1,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijer.2015.09.006,10781,10781,0.0000186924,0.0048386051,0.0555919172,0.0000086545,0.0002269152,0.0111087578,0.0000091888,0.0000131353,0.0000153166,0.1349520761,0.0000047391,0.0000088609,0.0000158077,0.0000517672,0.0000136333,0.2257191327,0.0106834682,0.0000264517,0.0028352585,0.0481141606,0.0000085822,0.0254912304,0.0287671067,0.0809773637,0.0082901411,0.0000397882,0.0000283087,0.0000171517,0.0000080082,0.0000437913,0.0000104575,0.0958533788,0.2653165523,0.0000115766,0.0008800238,,,
10004180,Manchester Metropolitan University,C,23,Education,,,,D,The cognitive labour of mathematics dis/ability: Neurocognitive approaches to number sense,,,International Journal of Educational Research,79,,222,,,0883-0355,,December,2015,https://www.sciencedirect.com/science/article/pii/S0883035515300963?via%3Dihub,1,,,,,,,4 - Mathematics Education,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijer.2015.10.008,10782,10782,0.0017137596,0.1282394472,0.0537954836,0.0000096173,0.2984598376,0.0000100216,0.0863525799,0.0002564520,0.0007425867,0.0000156307,0.0000052663,0.0000098467,0.0048546739,0.0697118745,0.0000151501,0.0000271462,0.0021978262,0.1504634377,0.0108900628,0.0503229081,0.0000095370,0.0000301394,0.0000426377,0.0000161771,0.0000219438,0.0017372024,0.0000314582,0.0391996306,0.0428173005,0.0000486632,0.0000116209,0.0001010351,0.0000122380,0.0578162992,0.0000105080,,,
10005343,Queen's University of Belfast,C,23,Education,,,,D,"The influence of experimental design on the magnitude of the effect size -peer tutoring for elementary, middle and high school settings: A meta-analysis",,,International Journal of Educational Research,76,,211,,,0883-0355,,January,2016,,2,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijer.2015.11.010,10783,10783,0.0006732300,0.0015777531,0.1333918003,0.0000086752,0.0000092955,0.0000090399,0.0000092108,0.0000131668,0.0000153533,0.0061226986,0.0000047505,0.0000088821,0.0037246379,0.0000518915,0.0000136661,0.0000244871,0.0000190582,0.0002446794,0.0000059273,0.0796452774,0.0000086028,0.1213265105,0.0794502484,0.0663365247,0.0000197943,0.0000398837,0.0006828694,0.0000171928,0.0043713125,0.0035345244,0.0000104826,0.0000911381,0.4884807964,0.0000116044,0.0100450342,,,
10007784,University College London,C,23,Education,,,,D,"Confidence as motivational expressions of interest, utility, and other influences: Exploring under-confidence and over-confidence in science students at secondary school",,,International Journal of Educational Research,76,,50,,,0883-0355,,February,2016,,0,,,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijer.2015.12.001,10784,10784,0.0000147959,0.0000399591,0.0772525935,0.0000068504,0.0000073402,0.0000071384,0.0068982382,0.0019054125,0.0000121238,0.0000111338,0.0000037512,0.0000070138,0.0000125126,0.0055537481,0.0001830656,0.0008807069,0.0000150494,0.0000209378,0.0000046805,0.0854600658,0.0000067932,0.0510146080,0.0336238244,0.6450058293,0.0001879048,0.0000314943,0.0008837783,0.0000135764,0.0000063389,0.0000346629,0.0804602918,0.0104084147,0.0000087172,0.0000091634,0.0000074849,,,
10007792,University of Exeter,C,23,Education,,,,D,Same difference? Understanding variation in the estimation of effect sizes from educational trials,,,International Journal of Educational Research,77,,1,,,0883-0355,,March,2016,,2,,Yes,,,,,,Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijer.2016.02.001,10785,10785,0.0055177437,0.0008074421,0.1135303776,0.0002597657,0.0000106447,0.0000103521,0.0105034588,0.0000150780,0.0000175819,0.0000161462,0.0002552712,0.0000101714,0.0000181457,0.0000594236,0.0000156497,0.0000280414,0.0002716558,0.0007798575,0.0000067877,0.0457366626,0.0000098515,0.5581540651,0.0807395259,0.0000167106,0.0000226675,0.0012948290,0.0005321580,0.0000196884,0.0000091926,0.0000502680,0.0000120042,0.0028525104,0.1371699780,0.0117553558,0.0294909377,,,
10007143,University of Durham,C,23,Education,,,,D,Same Difference? Understanding Variation in the Estimation of Effect Sizes from Educational Trials.,,,International Journal of Educational Research,77,,1,,,08830355,,,2016,https://doi.org/10.1016/j.ijer.2016.02.001,2,,,,,,,"A - Assessment, Evaluation and Educational Effectiveness",Out of scope for open access requirements,,,,,,https://doi.org/10.1016/j.ijer.2016.02.001,10786,10786,0.0077662246,0.0003077797,0.1155290274,0.0000099345,0.0000106447,0.0000103521,0.0097539651,0.0000150780,0.0000175819,0.0007656399,0.0000054400,0.0000101714,0.0000181457,0.0000594236,0.0002654809,0.0000280414,0.0052682800,0.0007798575,0.0000067877,0.0434881816,0.0000098515,0.5683971448,0.0744937455,0.0000167106,0.0000226675,0.0002955041,0.0000324956,0.0000196884,0.0000091926,0.0000502680,0.0000120042,0.0006040294,0.1339221722,0.0110058622,0.0269926256,,,
10007795,The University of Leeds,C,23,Education,,,,D,A Systematic Review of Reading Interventions for Secondary School students.,,,International Journal of Educational Research,79,,116,,,0883-0355,,August,2016,https://dx.doi.org/10.1016/j.ijer.2016.05.011,1,,,,,,Yes,,Compliant,,,,,,https://doi.org/10.1016/j.ijer.2016.05.011,10787,10787,0.0000185231,0.0000500249,0.0917523443,0.0000085761,0.0000091892,0.0000089366,0.0000091055,0.0000130163,0.0000151778,0.0000139385,0.0000046962,0.0000087806,0.0127402250,0.0000512983,0.0000135099,0.0000242072,0.0000188404,0.0000262121,0.0114363969,0.0509133925,0.0000085044,0.0002425469,0.0858748869,0.0036808244,0.0000195680,0.0000394278,0.0261241847,0.0000169963,0.0105757910,0.0254925155,0.0000103628,0.0035408246,0.2441499372,0.0146770668,0.4184101714,,,
10007792,University of Exeter,C,23,Education,,,,D,Metatalk: Enabling metalinguistic discussion about writing,,,International Journal of Educational Research,80,,177,,,0883-0355,,August,2016,,1,,Yes,,,,,,Not compliant,,,,,,https://doi.org/10.1016/j.ijer.2016.07.007,10788,10788,0.5648290516,0.0341974602,0.0497605803,0.0000082300,0.0000088184,0.0000085759,0.0000087380,0.0000124910,0.0008424308,0.0000133759,0.0000045066,0.0345718132,0.0000150323,0.0000492280,0.0000129646,0.0056113227,0.0000180800,0.0101665073,0.0000056231,0.0387172540,0.0000081612,0.0000257917,0.0223888570,0.0014626082,0.0000187783,0.0006587357,0.0000269201,0.0000163104,0.0000076154,0.1540246368,0.0000099445,0.0659017720,0.0097378929,0.0000110088,0.0068388830,,,
10007786,University of Bristol,C,23,Education,,,,D,Argumentation in science education as a systemic activity : An activity-theoretical perspective,,,International Journal of Educational Research,79 (2016),,150,,,0883-0355,,August,2016,,2,,,,,,,,Deposit exception,,,,,,https://doi.org/10.1016/j.ijer.2016.07.008,10789,10789,0.0562000022,0.0540603270,0.1321639359,0.0000078390,0.0000083994,0.0000081685,0.3339526124,0.0000118975,0.0000138733,0.0000127404,0.0000042925,0.0000080259,0.0000143182,0.0033981601,0.0000123487,0.0004163937,0.0000172210,0.0181602488,0.0000053559,0.0500857785,0.0076959832,0.0006159671,0.0041745588,0.0000131858,0.0000178862,0.0000360390,0.0000256412,0.0039582071,0.0000072536,0.1218682191,0.1106014121,0.1023946821,0.0000099751,0.0000104857,0.0000085649,,,
